"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"gene_name"	"gene_biotype"	"seq_coord_system"	"symbol"	"entrezid"
"ENSG00000146250"	"chr6"	83512537	83512538	2	"+"	"ENSG00000146250"	"PRSS35"	"protein_coding"	"chromosome"	"PRSS35"	167681
"ENSG00000065609"	"chr6"	83709691	83709692	2	"-"	"ENSG00000065609"	"SNAP91"	"protein_coding"	"chromosome"	"SNAP91"	9892
"ENSG00000203877"	"chr6"	83853265	83853266	2	"+"	"ENSG00000203877"	"RIPPLY2"	"protein_coding"	"chromosome"	"RIPPLY2"	134701
"ENSG00000065615"	"chr6"	83859642	83859643	2	"+"	"ENSG00000065615"	"CYB5R4"	"protein_coding"	"chromosome"	"CYB5R4"	51167
"ENSG00000135324"	"chr6"	84033755	84033756	2	"+"	"ENSG00000135324"	"MRAP2"	"protein_coding"	"chromosome"	"MRAP2"	112609
"ENSG00000135315"	"chr6"	84227635	84227636	2	"-"	"ENSG00000135315"	"CEP162"	"protein_coding"	"chromosome"	"CEP162"	22832
"ENSG00000112837"	"chr6"	84764519	84764520	2	"-"	"ENSG00000112837"	"TBX18"	"protein_coding"	"chromosome"	"TBX18"	9096
"ENSG00000135318"	"chr6"	85449583	85449584	2	"+"	"ENSG00000135318"	"NT5E"	"protein_coding"	"chromosome"	"NT5E"	4907
"ENSG00000135317"	"chr6"	85594156	85594157	2	"-"	"ENSG00000135317"	"SNX14"	"protein_coding"	"chromosome"	"SNX14"	57231
"ENSG00000271793"	"chr6"	85615234	85615235	2	"-"	"ENSG00000271793"	"RP11-321N4.5"	"protein_coding"	"chromosome"	"RP11-321N4.5"	.
"ENSG00000135316"	"chr6"	85643792	85643793	2	"-"	"ENSG00000135316"	"SYNCRIP"	"protein_coding"	"chromosome"	"SYNCRIP"	10492
"ENSG00000168830"	"chr6"	86937305	86937306	2	"+"	"ENSG00000168830"	"HTR1E"	"protein_coding"	"chromosome"	"HTR1E"	3354
"ENSG00000135346"	"chr6"	87095406	87095407	2	"-"	"ENSG00000135346"	"CGA"	"protein_coding"	"chromosome"	"CGA"	1081
"ENSG00000188994"	"chr6"	87152832	87152833	2	"+"	"ENSG00000188994"	"ZNF292"	"protein_coding"	"chromosome"	"ZNF292"	23036
"ENSG00000164411"	"chr6"	87329278	87329279	2	"-"	"ENSG00000164411"	"GJB7"	"protein_coding"	"chromosome"	"GJB7"	375519
"ENSG00000111850"	"chr6"	87322582	87322583	2	"+"	"ENSG00000111850"	"SMIM8"	"protein_coding"	"chromosome"	"SMIM8"	c(63914, 57150)
"ENSG00000203872"	"chr6"	87344848	87344849	2	"+"	"ENSG00000203872"	"C6orf163"	"protein_coding"	"chromosome"	"C6orf163"	206412
"ENSG00000272514"	"chr6"	87407982	87407983	2	"+"	"ENSG00000272514"	"CFAP206"	"protein_coding"	"chromosome"	"CFAP206"	154313
"ENSG00000213204"	"chr6"	87408011	87408012	2	"+"	"ENSG00000213204"	"RP3-382I10.7"	"protein_coding"	"chromosome"	"RP3-382I10.7"	.
"ENSG00000164414"	"chr6"	87470622	87470623	2	"+"	"ENSG00000164414"	"SLC35A1"	"protein_coding"	"chromosome"	"SLC35A1"	10559
"ENSG00000146282"	"chr6"	87590003	87590004	2	"-"	"ENSG00000146282"	"RARS2"	"protein_coding"	"chromosome"	"RARS2"	57038
"ENSG00000135336"	"chr6"	87590066	87590067	2	"+"	"ENSG00000135336"	"ORC3"	"protein_coding"	"chromosome"	"ORC3"	23595
"ENSG00000135334"	"chr6"	87702209	87702210	2	"-"	"ENSG00000135334"	"AKIRIN2"	"protein_coding"	"chromosome"	"AKIRIN2"	55122
"ENSG00000118434"	"chr6"	88047788	88047789	2	"+"	"ENSG00000118434"	"SPACA1"	"protein_coding"	"chromosome"	"SPACA1"	81833
"ENSG00000118432"	"chr6"	88166359	88166360	2	"-"	"ENSG00000118432"	"CNR1"	"protein_coding"	"chromosome"	"CNR1"	1268
"ENSG00000111880"	"chr6"	88963721	88963722	2	"-"	"ENSG00000111880"	"RNGTT"	"protein_coding"	"chromosome"	"RNGTT"	8732
"ENSG00000146278"	"chr6"	89080750	89080751	2	"+"	"ENSG00000146278"	"PNRC1"	"protein_coding"	"chromosome"	"PNRC1"	10957
"ENSG00000154548"	"chr6"	89118081	89118082	2	"-"	"ENSG00000154548"	"SRSF12"	"protein_coding"	"chromosome"	"SRSF12"	135295
"ENSG00000146281"	"chr6"	89146049	89146050	2	"+"	"ENSG00000146281"	"PM20D2"	"protein_coding"	"chromosome"	"PM20D2"	135293
"ENSG00000146276"	"chr6"	89231278	89231279	2	"-"	"ENSG00000146276"	"GABRR1"	"protein_coding"	"chromosome"	"GABRR1"	2569
"ENSG00000111886"	"chr6"	89315299	89315300	2	"-"	"ENSG00000111886"	"GABRR2"	"protein_coding"	"chromosome"	"GABRR2"	2570
"ENSG00000198833"	"chr6"	89352848	89352849	2	"-"	"ENSG00000198833"	"UBE2J1"	"protein_coding"	"chromosome"	"UBE2J1"	51465
"ENSG00000025039"	"chr6"	89412270	89412271	2	"-"	"ENSG00000025039"	"RRAGD"	"protein_coding"	"chromosome"	"RRAGD"	58528
"ENSG00000135299"	"chr6"	89433169	89433170	2	"+"	"ENSG00000135299"	"ANKRD6"	"protein_coding"	"chromosome"	"ANKRD6"	22881
"ENSG00000083099"	"chr6"	89638753	89638754	2	"-"	"ENSG00000083099"	"LYRM2"	"protein_coding"	"chromosome"	"LYRM2"	57226
"ENSG00000112159"	"chr6"	89819723	89819724	2	"-"	"ENSG00000112159"	"MDN1"	"protein_coding"	"chromosome"	"MDN1"	23195
"ENSG00000118412"	"chr6"	89829893	89829894	2	"+"	"ENSG00000118412"	"CASP8AP2"	"protein_coding"	"chromosome"	"CASP8AP2"	9994
"ENSG00000135355"	"chr6"	89894468	89894469	2	"+"	"ENSG00000135355"	"GJA10"	"protein_coding"	"chromosome"	"GJA10"	84694
"ENSG00000112182"	"chr6"	90296908	90296909	2	"-"	"ENSG00000112182"	"BACH2"	"protein_coding"	"chromosome"	"BACH2"	60468
"ENSG00000135341"	"chr6"	90587045	90587046	2	"-"	"ENSG00000135341"	"MAP3K7"	"protein_coding"	"chromosome"	"MAP3K7"	6885
"ENSG00000135333"	"chr6"	93419547	93419548	2	"-"	"ENSG00000135333"	"EPHA7"	"protein_coding"	"chromosome"	"EPHA7"	2045
"ENSG00000172469"	"chr6"	95577542	95577543	2	"+"	"ENSG00000172469"	"MANEA"	"protein_coding"	"chromosome"	"MANEA"	79694
"ENSG00000172461"	"chr6"	96015983	96015984	2	"+"	"ENSG00000172461"	"FUT9"	"protein_coding"	"chromosome"	"FUT9"	10690
"ENSG00000014123"	"chr6"	96521594	96521595	2	"+"	"ENSG00000014123"	"UFL1"	"protein_coding"	"chromosome"	"UFL1"	23376
"ENSG00000112214"	"chr6"	96562547	96562548	2	"+"	"ENSG00000112214"	"FHL5"	"protein_coding"	"chromosome"	"FHL5"	9457
"ENSG00000112218"	"chr6"	96837463	96837464	2	"-"	"ENSG00000112218"	"GPR63"	"protein_coding"	"chromosome"	"GPR63"	81491
"ENSG00000123545"	"chr6"	96897881	96897882	2	"-"	"ENSG00000123545"	"NDUFAF4"	"protein_coding"	"chromosome"	"NDUFAF4"	29078
"ENSG00000186231"	"chr6"	96924619	96924620	2	"+"	"ENSG00000186231"	"KLHL32"	"protein_coding"	"chromosome"	"KLHL32"	114792
"ENSG00000146263"	"chr6"	97283217	97283218	2	"-"	"ENSG00000146263"	"MMS22L"	"protein_coding"	"chromosome"	"MMS22L"	253714
"ENSG00000184486"	"chr6"	98834591	98834592	2	"+"	"ENSG00000184486"	"POU3F2"	"protein_coding"	"chromosome"	"POU3F2"	5454
"ENSG00000112234"	"chr6"	98948006	98948007	2	"-"	"ENSG00000112234"	"FBXL4"	"protein_coding"	"chromosome"	"FBXL4"	26235
"ENSG00000146267"	"chr6"	99350062	99350063	2	"-"	"ENSG00000146267"	"FAXC"	"protein_coding"	"chromosome"	"FAXC"	84553
"ENSG00000132423"	"chr6"	99394204	99394205	2	"-"	"ENSG00000132423"	"COQ3"	"protein_coding"	"chromosome"	"COQ3"	51805
"ENSG00000132424"	"chr6"	99425331	99425332	2	"-"	"ENSG00000132424"	"PNISR"	"protein_coding"	"chromosome"	"PNISR"	25957
"ENSG00000123552"	"chr6"	99521728	99521729	2	"-"	"ENSG00000123552"	"USP45"	"protein_coding"	"chromosome"	"USP45"	85015
"ENSG00000228439"	"chr6"	99520692	99520693	2	"+"	"ENSG00000228439"	"TSTD3"	"protein_coding"	"chromosome"	"TSTD3"	100130890
"ENSG00000112237"	"chr6"	99568973	99568974	2	"-"	"ENSG00000112237"	"CCNC"	"protein_coding"	"chromosome"	"CCNC"	892
"ENSG00000112238"	"chr6"	99606729	99606730	2	"+"	"ENSG00000112238"	"PRDM13"	"protein_coding"	"chromosome"	"PRDM13"	59336
"ENSG00000152034"	"chr6"	99994247	99994248	2	"-"	"ENSG00000152034"	"MCHR2"	"protein_coding"	"chromosome"	"MCHR2"	84539
"ENSG00000112246"	"chr6"	100464929	100464930	2	"-"	"ENSG00000112246"	"SIM1"	"protein_coding"	"chromosome"	"SIM1"	6492
"ENSG00000112249"	"chr6"	100881372	100881373	2	"-"	"ENSG00000112249"	"ASCC3"	"protein_coding"	"chromosome"	"ASCC3"	10973
"ENSG00000164418"	"chr6"	101398787	101398788	2	"+"	"ENSG00000164418"	"GRIK2"	"protein_coding"	"chromosome"	"GRIK2"	2898
"ENSG00000085382"	"chr6"	104859919	104859920	2	"-"	"ENSG00000085382"	"HACE1"	"protein_coding"	"chromosome"	"HACE1"	57531
"ENSG00000187772"	"chr6"	104936615	104936616	2	"+"	"ENSG00000187772"	"LIN28B"	"protein_coding"	"chromosome"	"LIN28B"	389421
"ENSG00000112276"	"chr6"	105137174	105137175	2	"-"	"ENSG00000112276"	"BVES"	"protein_coding"	"chromosome"	"BVES"	11149
"ENSG00000132429"	"chr6"	105179995	105179996	2	"-"	"ENSG00000132429"	"POPDC3"	"protein_coding"	"chromosome"	"POPDC3"	64208
"ENSG00000085377"	"chr6"	105403084	105403085	2	"-"	"ENSG00000085377"	"PREP"	"protein_coding"	"chromosome"	"PREP"	5550
"ENSG00000057663"	"chr6"	106325820	106325821	2	"-"	"ENSG00000057663"	"ATG5"	"protein_coding"	"chromosome"	"ATG5"	9474
"ENSG00000057657"	"chr6"	106086319	106086320	2	"+"	"ENSG00000057657"	"PRDM1"	"protein_coding"	"chromosome"	"PRDM1"	639
"ENSG00000283623"	"chr6"	106316102	106316103	2	"-"	"ENSG00000283623"	"AL022067.1"	"protein_coding"	"chromosome"	"AL022067.1"	9474
"ENSG00000112297"	"chr6"	106360807	106360808	2	"+"	"ENSG00000112297"	"AIM1"	"protein_coding"	"chromosome"	"AIM1"	202
"ENSG00000130347"	"chr6"	106629487	106629488	2	"-"	"ENSG00000130347"	"RTN4IP1"	"protein_coding"	"chromosome"	"RTN4IP1"	84816
"ENSG00000130348"	"chr6"	106629577	106629578	2	"+"	"ENSG00000130348"	"QRSL1"	"protein_coding"	"chromosome"	"QRSL1"	55278
"ENSG00000272398"	"chr6"	106975627	106975628	2	"-"	"ENSG00000272398"	"CD24"	"protein_coding"	"chromosome"	"CD24"	100133941
"ENSG00000130349"	"chr6"	107028212	107028213	2	"+"	"ENSG00000130349"	"C6orf203"	"protein_coding"	"chromosome"	"C6orf203"	51250
"ENSG00000178409"	"chr6"	107115269	107115270	2	"-"	"ENSG00000178409"	"BEND3"	"protein_coding"	"chromosome"	"BEND3"	57673
"ENSG00000164494"	"chr6"	107459564	107459565	2	"-"	"ENSG00000164494"	"PDSS2"	"protein_coding"	"chromosome"	"PDSS2"	57107
"ENSG00000112320"	"chr6"	107489957	107489958	2	"+"	"ENSG00000112320"	"SOBP"	"protein_coding"	"chromosome"	"SOBP"	55084
"ENSG00000146285"	"chr6"	107824317	107824318	2	"-"	"ENSG00000146285"	"SCML4"	"protein_coding"	"chromosome"	"SCML4"	256380
"ENSG00000025796"	"chr6"	107958189	107958190	2	"-"	"ENSG00000025796"	"SEC63"	"protein_coding"	"chromosome"	"SEC63"	11231
"ENSG00000081087"	"chr6"	108165854	108165855	2	"-"	"ENSG00000081087"	"OSTM1"	"protein_coding"	"chromosome"	"OSTM1"	28962
"ENSG00000112333"	"chr6"	108166057	108166058	2	"+"	"ENSG00000112333"	"NR2E1"	"protein_coding"	"chromosome"	"NR2E1"	7101
"ENSG00000112335"	"chr6"	108261260	108261261	2	"-"	"ENSG00000112335"	"SNX3"	"protein_coding"	"chromosome"	"SNX3"	8724
"ENSG00000135537"	"chr6"	108294893	108294894	2	"+"	"ENSG00000135537"	"LACE1"	"protein_coding"	"chromosome"	"LACE1"	246269
"ENSG00000118689"	"chr6"	108559834	108559835	2	"+"	"ENSG00000118689"	"FOXO3"	"protein_coding"	"chromosome"	"FOXO3"	2309
"ENSG00000118690"	"chr6"	108848415	108848416	2	"+"	"ENSG00000118690"	"ARMC2"	"protein_coding"	"chromosome"	"ARMC2"	84071
"ENSG00000080546"	"chr6"	109094819	109094820	2	"-"	"ENSG00000080546"	"SESN1"	"protein_coding"	"chromosome"	"SESN1"	27244
"ENSG00000183137"	"chr6"	109095109	109095110	2	"+"	"ENSG00000183137"	"CEP57L1"	"protein_coding"	"chromosome"	"CEP57L1"	285753
"ENSG00000135535"	"chr6"	109382457	109382458	2	"-"	"ENSG00000135535"	"CD164"	"protein_coding"	"chromosome"	"CD164"	8763
"ENSG00000185250"	"chr6"	109441171	109441172	2	"-"	"ENSG00000185250"	"PPIL6"	"protein_coding"	"chromosome"	"PPIL6"	285755
"ENSG00000135587"	"chr6"	109440762	109440763	2	"+"	"ENSG00000135587"	"SMPD2"	"protein_coding"	"chromosome"	"SMPD2"	6610
"ENSG00000135596"	"chr6"	109465968	109465969	2	"-"	"ENSG00000135596"	"MICAL1"	"protein_coding"	"chromosome"	"MICAL1"	64780
"ENSG00000112365"	"chr6"	109483237	109483238	2	"-"	"ENSG00000112365"	"ZBTB24"	"protein_coding"	"chromosome"	"ZBTB24"	9841
"ENSG00000155085"	"chr6"	109691217	109691218	2	"-"	"ENSG00000155085"	"AK9"	"protein_coding"	"chromosome"	"AK9"	221264
"ENSG00000112367"	"chr6"	109691311	109691312	2	"+"	"ENSG00000112367"	"FIG4"	"protein_coding"	"chromosome"	"FIG4"	9896
"ENSG00000146360"	"chr6"	109978255	109978256	2	"+"	"ENSG00000146360"	"GPR6"	"protein_coding"	"chromosome"	"GPR6"	2830
"ENSG00000112290"	"chr6"	110180004	110180005	2	"-"	"ENSG00000112290"	"WASF1"	"protein_coding"	"chromosome"	"WASF1"	8936
"ENSG00000168438"	"chr6"	110180140	110180141	2	"+"	"ENSG00000168438"	"CDC40"	"protein_coding"	"chromosome"	"CDC40"	51362
"ENSG00000053328"	"chr6"	110358272	110358273	2	"-"	"ENSG00000053328"	"METTL24"	"protein_coding"	"chromosome"	"METTL24"	728464
"ENSG00000203797"	"chr6"	110415562	110415563	2	"-"	"ENSG00000203797"	"DDO"	"protein_coding"	"chromosome"	"DDO"	8528
"ENSG00000004809"	"chr6"	110476641	110476642	2	"-"	"ENSG00000004809"	"SLC22A16"	"protein_coding"	"chromosome"	"SLC22A16"	85413
"ENSG00000155111"	"chr6"	110815958	110815959	2	"-"	"ENSG00000155111"	"CDK19"	"protein_coding"	"chromosome"	"CDK19"	23097
"ENSG00000123505"	"chr6"	110874769	110874770	2	"+"	"ENSG00000123505"	"AMD1"	"protein_coding"	"chromosome"	"AMD1"	262
"ENSG00000155115"	"chr6"	110958559	110958560	2	"+"	"ENSG00000155115"	"GTF3C6"	"protein_coding"	"chromosome"	"GTF3C6"	112495
"ENSG00000197498"	"chr6"	110982014	110982015	2	"+"	"ENSG00000197498"	"RPF2"	"protein_coding"	"chromosome"	"RPF2"	84154
"ENSG00000112394"	"chr6"	111087502	111087503	2	"+"	"ENSG00000112394"	"SLC16A10"	"protein_coding"	"chromosome"	"SLC16A10"	117247
"ENSG00000173214"	"chr6"	111259347	111259348	2	"+"	"ENSG00000173214"	"MFSD4B"	"protein_coding"	"chromosome"	"MFSD4B"	91749
"ENSG00000009413"	"chr6"	111483715	111483716	2	"-"	"ENSG00000009413"	"REV3L"	"protein_coding"	"chromosome"	"REV3L"	5980
"ENSG00000056972"	"chr6"	111606278	111606279	2	"-"	"ENSG00000056972"	"TRAF3IP2"	"protein_coding"	"chromosome"	"TRAF3IP2"	10758
"ENSG00000010810"	"chr6"	111873452	111873453	2	"-"	"ENSG00000010810"	"FYN"	"protein_coding"	"chromosome"	"FYN"	2534
"ENSG00000112761"	"chr6"	112054071	112054072	2	"+"	"ENSG00000112761"	"WISP3"	"protein_coding"	"chromosome"	"WISP3"	8838
"ENSG00000074935"	"chr6"	112087529	112087530	2	"-"	"ENSG00000074935"	"TUBE1"	"protein_coding"	"chromosome"	"TUBE1"	51175
"ENSG00000203778"	"chr6"	112087598	112087599	2	"+"	"ENSG00000203778"	"FAM229B"	"protein_coding"	"chromosome"	"FAM229B"	619208
"ENSG00000112769"	"chr6"	112254939	112254940	2	"-"	"ENSG00000112769"	"LAMA4"	"protein_coding"	"chromosome"	"LAMA4"	3910
"ENSG00000281613"	"chr6"	112236805	112236806	2	"+"	"ENSG00000281613"	"RP11-506B6.7"	"protein_coding"	"chromosome"	"RP11-506B6.7"	.
"ENSG00000251258"	"chr6"	112347329	112347330	2	"+"	"ENSG00000251258"	"RFPL4B"	"protein_coding"	"chromosome"	"RFPL4B"	442247
"ENSG00000277443"	"chr6"	113857361	113857362	2	"+"	"ENSG00000277443"	"MARCKS"	"protein_coding"	"chromosome"	"MARCKS"	4082
"ENSG00000196591"	"chr6"	114011308	114011309	2	"-"	"ENSG00000196591"	"HDAC2"	"protein_coding"	"chromosome"	"HDAC2"	3066
"ENSG00000249853"	"chr6"	114343045	114343046	2	"-"	"ENSG00000249853"	"HS3ST5"	"protein_coding"	"chromosome"	"HS3ST5"	222537
"ENSG00000111816"	"chr6"	116060758	116060759	2	"-"	"ENSG00000111816"	"FRK"	"protein_coding"	"chromosome"	"FRK"	2444
"ENSG00000178425"	"chr6"	116100848	116100849	2	"+"	"ENSG00000178425"	"NT5DC1"	"protein_coding"	"chromosome"	"NT5DC1"	221294
"ENSG00000123500"	"chr6"	116158747	116158748	2	"-"	"ENSG00000123500"	"COL10A1"	"protein_coding"	"chromosome"	"COL10A1"	1300
"ENSG00000187189"	"chr6"	116254140	116254141	2	"-"	"ENSG00000187189"	"TSPYL4"	"protein_coding"	"chromosome"	"TSPYL4"	23270
"ENSG00000111817"	"chr6"	116254172	116254173	2	"+"	"ENSG00000111817"	"DSE"	"protein_coding"	"chromosome"	"DSE"	29940
"ENSG00000189241"	"chr6"	116279903	116279904	2	"-"	"ENSG00000189241"	"TSPYL1"	"protein_coding"	"chromosome"	"TSPYL1"	7259
"ENSG00000188820"	"chr6"	116461369	116461370	2	"+"	"ENSG00000188820"	"FAM26F"	"protein_coding"	"chromosome"	"FAM26F"	441168
"ENSG00000173626"	"chr6"	116545610	116545611	2	"-"	"ENSG00000173626"	"TRAPPC3L"	"protein_coding"	"chromosome"	"TRAPPC3L"	100128327
"ENSG00000178033"	"chr6"	116511645	116511646	2	"+"	"ENSG00000178033"	"FAM26E"	"protein_coding"	"chromosome"	"FAM26E"	254228
"ENSG00000164451"	"chr6"	116529012	116529013	2	"+"	"ENSG00000164451"	"FAM26D"	"protein_coding"	"chromosome"	"FAM26D"	221301
"ENSG00000111832"	"chr6"	116571366	116571367	2	"+"	"ENSG00000111832"	"RWDD1"	"protein_coding"	"chromosome"	"RWDD1"	51389
"ENSG00000111834"	"chr6"	116616478	116616479	2	"+"	"ENSG00000111834"	"RSPH4A"	"protein_coding"	"chromosome"	"RSPH4A"	345895
"ENSG00000153975"	"chr6"	116668794	116668795	2	"-"	"ENSG00000153975"	"ZUFSP"	"protein_coding"	"chromosome"	"ZUFSP"	221302
"ENSG00000196911"	"chr6"	116681186	116681187	2	"+"	"ENSG00000196911"	"KPNA5"	"protein_coding"	"chromosome"	"KPNA5"	3841
"ENSG00000183807"	"chr6"	116765723	116765724	2	"-"	"ENSG00000183807"	"FAM162B"	"protein_coding"	"chromosome"	"FAM162B"	221303
"ENSG00000173612"	"chr6"	116829037	116829038	2	"-"	"ENSG00000173612"	"GPRC6A"	"protein_coding"	"chromosome"	"GPRC6A"	222545
"ENSG00000185002"	"chr6"	116877211	116877212	2	"+"	"ENSG00000185002"	"RFX6"	"protein_coding"	"chromosome"	"RFX6"	222546
"ENSG00000170162"	"chr6"	117265557	117265558	2	"+"	"ENSG00000170162"	"VGLL2"	"protein_coding"	"chromosome"	"VGLL2"	245806
"ENSG00000047936"	"chr6"	117425855	117425856	2	"-"	"ENSG00000047936"	"ROS1"	"protein_coding"	"chromosome"	"ROS1"	6098
"ENSG00000282218"	"chr6"	117573571	117573572	2	"-"	"ENSG00000282218"	"RP1-179P9.3"	"protein_coding"	"chromosome"	"RP1-179P9.3"	.
"ENSG00000164465"	"chr6"	117453816	117453817	2	"+"	"ENSG00000164465"	"DCBLD1"	"protein_coding"	"chromosome"	"DCBLD1"	285761
"ENSG00000047932"	"chr6"	117602542	117602543	2	"-"	"ENSG00000047932"	"GOPC"	"protein_coding"	"chromosome"	"GOPC"	57120
"ENSG00000153989"	"chr6"	117675501	117675502	2	"+"	"ENSG00000153989"	"NUS1"	"protein_coding"	"chromosome"	"NUS1"	116150
"ENSG00000196376"	"chr6"	117907525	117907526	2	"+"	"ENSG00000196376"	"SLC35F1"	"protein_coding"	"chromosome"	"SLC35F1"	222553
"ENSG00000111860"	"chr6"	118710075	118710076	2	"-"	"ENSG00000111860"	"CEP85L"	"protein_coding"	"chromosome"	"CEP85L"	387119
"ENSG00000198523"	"chr6"	118548297	118548298	2	"+"	"ENSG00000198523"	"PLN"	"protein_coding"	"chromosome"	"PLN"	5350
"ENSG00000111877"	"chr6"	118935162	118935163	2	"-"	"ENSG00000111877"	"MCM9"	"protein_coding"	"chromosome"	"MCM9"	254394
"ENSG00000111875"	"chr6"	118894219	118894220	2	"+"	"ENSG00000111875"	"ASF1A"	"protein_coding"	"chromosome"	"ASF1A"	25842
"ENSG00000111879"	"chr6"	119149387	119149388	2	"-"	"ENSG00000111879"	"FAM184A"	"protein_coding"	"chromosome"	"FAM184A"	79632
"ENSG00000111885"	"chr6"	119349761	119349762	2	"-"	"ENSG00000111885"	"MAN1A1"	"protein_coding"	"chromosome"	"MAN1A1"	4121
"ENSG00000146350"	"chr6"	121334745	121334746	2	"-"	"ENSG00000146350"	"TBC1D32"	"protein_coding"	"chromosome"	"TBC1D32"	221322
"ENSG00000152661"	"chr6"	121435691	121435692	2	"+"	"ENSG00000152661"	"GJA1"	"protein_coding"	"chromosome"	"GJA1"	2697
"ENSG00000025156"	"chr6"	122399545	122399546	2	"+"	"ENSG00000025156"	"HSF2"	"protein_coding"	"chromosome"	"HSF2"	3298
"ENSG00000111897"	"chr6"	122471822	122471823	2	"-"	"ENSG00000111897"	"SERINC1"	"protein_coding"	"chromosome"	"SERINC1"	57515
"ENSG00000135549"	"chr6"	122471916	122471917	2	"+"	"ENSG00000135549"	"PKIB"	"protein_coding"	"chromosome"	"PKIB"	5570
"ENSG00000164434"	"chr6"	122779474	122779475	2	"+"	"ENSG00000164434"	"FABP7"	"protein_coding"	"chromosome"	"FABP7"	2173
"ENSG00000172594"	"chr6"	122789048	122789049	2	"+"	"ENSG00000172594"	"SMPDL3A"	"protein_coding"	"chromosome"	"SMPDL3A"	10924
"ENSG00000146352"	"chr6"	122995970	122995971	2	"+"	"ENSG00000146352"	"CLVS2"	"protein_coding"	"chromosome"	"CLVS2"	134829
"ENSG00000186439"	"chr6"	123637093	123637094	2	"-"	"ENSG00000186439"	"TRDN"	"protein_coding"	"chromosome"	"TRDN"	10345
"ENSG00000188580"	"chr6"	123804140	123804141	2	"+"	"ENSG00000188580"	"NKAIN2"	"protein_coding"	"chromosome"	"NKAIN2"	154215
"ENSG00000146373"	"chr6"	124962544	124962545	2	"+"	"ENSG00000146373"	"RNF217"	"protein_coding"	"chromosome"	"RNF217"	154214
"ENSG00000111907"	"chr6"	125119048	125119049	2	"+"	"ENSG00000111907"	"TPD52L1"	"protein_coding"	"chromosome"	"TPD52L1"	7164
"ENSG00000111906"	"chr6"	125302078	125302079	2	"-"	"ENSG00000111906"	"HDDC2"	"protein_coding"	"chromosome"	"HDDC2"	51020
"ENSG00000135547"	"chr6"	125747663	125747664	2	"+"	"ENSG00000135547"	"HEY2"	"protein_coding"	"chromosome"	"HEY2"	23493
"ENSG00000111912"	"chr6"	125781160	125781161	2	"+"	"ENSG00000111912"	"NCOA7"	"protein_coding"	"chromosome"	"NCOA7"	135112
"ENSG00000111911"	"chr6"	125956780	125956781	2	"+"	"ENSG00000111911"	"HINT3"	"protein_coding"	"chromosome"	"HINT3"	135114
"ENSG00000066651"	"chr6"	125986429	125986430	2	"+"	"ENSG00000066651"	"TRMT11"	"protein_coding"	"chromosome"	"TRMT11"	60487
"ENSG00000203760"	"chr6"	126340173	126340174	2	"+"	"ENSG00000203760"	"CENPW"	"protein_coding"	"chromosome"	"CENPW"	387103
"ENSG00000146374"	"chr6"	127118603	127118604	2	"+"	"ENSG00000146374"	"RSPO3"	"protein_coding"	"chromosome"	"RSPO3"	84870
"ENSG00000118518"	"chr6"	127266609	127266610	2	"+"	"ENSG00000118518"	"RNF146"	"protein_coding"	"chromosome"	"RNF146"	81847
"ENSG00000093144"	"chr6"	127343609	127343610	2	"-"	"ENSG00000093144"	"ECHDC1"	"protein_coding"	"chromosome"	"ECHDC1"	55862
"ENSG00000255330"	"chr6"	127519001	127519002	2	"-"	"ENSG00000255330"	"RP3-403A15.5"	"protein_coding"	"chromosome"	"RP3-403A15.5"	.
"ENSG00000189367"	"chr6"	127459391	127459392	2	"-"	"ENSG00000189367"	"KIAA0408"	"protein_coding"	"chromosome"	"KIAA0408"	9729
"ENSG00000214338"	"chr6"	127519191	127519192	2	"-"	"ENSG00000214338"	"SOGA3"	"protein_coding"	"chromosome"	"SOGA3"	387104
"ENSG00000184530"	"chr6"	127519454	127519455	2	"+"	"ENSG00000184530"	"C6orf58"	"protein_coding"	"chromosome"	"C6orf58"	352999
"ENSG00000172673"	"chr6"	127918631	127918632	2	"-"	"ENSG00000172673"	"THEMIS"	"protein_coding"	"chromosome"	"THEMIS"	387357
"ENSG00000152894"	"chr6"	128520674	128520675	2	"-"	"ENSG00000152894"	"PTPRK"	"protein_coding"	"chromosome"	"PTPRK"	5796
"ENSG00000196569"	"chr6"	128883140	128883141	2	"+"	"ENSG00000196569"	"LAMA2"	"protein_coding"	"chromosome"	"LAMA2"	3908
"ENSG00000146376"	"chr6"	129710225	129710226	2	"-"	"ENSG00000146376"	"ARHGAP18"	"protein_coding"	"chromosome"	"ARHGAP18"	93663
"ENSG00000203756"	"chr6"	129861547	129861548	2	"-"	"ENSG00000203756"	"TMEM244"	"protein_coding"	"chromosome"	"TMEM244"	253582
"ENSG00000198945"	"chr6"	130013698	130013699	2	"+"	"ENSG00000198945"	"L3MBTL3"	"protein_coding"	"chromosome"	"L3MBTL3"	84456
"ENSG00000164483"	"chr6"	130365425	130365426	2	"-"	"ENSG00000164483"	"SAMD3"	"protein_coding"	"chromosome"	"SAMD3"	154075
"ENSG00000164484"	"chr6"	130365733	130365734	2	"+"	"ENSG00000164484"	"TMEM200A"	"protein_coding"	"chromosome"	"TMEM200A"	114801
"ENSG00000256162"	"chr6"	130827405	130827406	2	"+"	"ENSG00000256162"	"SMLR1"	"protein_coding"	"chromosome"	"SMLR1"	100507203
